NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.8,NaN,NaN,NaN,32.192,33.198,NaN,NaN,NaN,32.706,NaN,NaN,NaN,31.834,NaN,32.592,NaN,NaN,NaN,33.361,NaN,NaN,NaN,NaN,33.569,NaN,NaN,NaN,33.425,NaN,NaN,33.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.414,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,33.472,NaN,NaN,32.653,32.991,NaN,32.751,NaN,32.927,NaN,32.582,32.849,33.171,33.568,NaN,32.815,NaN,NaN,NaN,32.928,32.653,32.781,NaN,NaN,NaN,33.811,32.63,32.849,32.648,NaN,33.873,NaN,32.402,NaN,33.525,33.003,33.639,33.232,NaN,NaN,NaN,NaN,NaN,NaN,34.169,NaN,NaN,NaN,34.133,NaN,NaN,NaN,NaN,33.794,NaN,NaN,34.067,NaN,NaN,NaN,NaN,33.705,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,32.782,NaN,32.289,NaN,NaN,NaN,NaN,32.08,32.702,32.913,NaN,32.825,NaN,NaN,NaN,32.331,NaN,32.889,NaN,NaN,NaN,NaN,32.64,NaN,31.829,NaN,NaN,33.022,31.966,NaN,33.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.979,NaN,NaN,NaN,NaN,33.831,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,33.458,NaN,NaN,32.289,32.326,NaN,NaN,NaN,NaN,32.266,NaN,32.926,NaN,NaN,NaN,32.713,NaN,33.128,NaN,NaN,NaN,33.345,32.873,NaN,32.833,NaN,NaN,NaN,31.573,NaN,33.517,NaN,33.232,NaN,33.859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.92,34.006,NaN,NaN,NaN,NaN,33.698,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,33.469,NaN,31.867,NaN,32.088,NaN,NaN,32.928,NaN,32.729,NaN,33.146,NaN,NaN,NaN,32.97,NaN,32.851,NaN,NaN,NaN,33.672,NaN,NaN,NaN,NaN,33.841,32.431,31.572,NaN,33.246,NaN,NaN,33.915,33.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.001,NaN,NaN,NaN,NaN,33.528,NaN,NaN,NaN,NaN
NaN,33.58,NaN,32.597,32.485,33.153,NaN,32.408,NaN,32.455,NaN,NaN,32.078,32.281,32.245,NaN,32.95,NaN,NaN,NaN,32.675,NaN,32.699,NaN,NaN,NaN,NaN,32.715,NaN,32.045,NaN,NaN,32.747,31.621,NaN,33.5,NaN,33.654,NaN,34.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.054,34.246,NaN,NaN,NaN,NaN,33.455,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,31.829,33.409,31.1,NaN,NaN,32.561,NaN,NaN,32.718,NaN,32.519,NaN,33.139,NaN,NaN,NaN,32.55,NaN,32.66,NaN,NaN,NaN,NaN,32.793,NaN,32.132,NaN,33.15,NaN,NaN,NaN,33.396,NaN,33.63,33.989,33.16,NaN,NaN,NaN,NaN,NaN,33.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.634,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,33.415,NaN,NaN,NaN,32.299,NaN,NaN,32.847,NaN,NaN,NaN,32.475,NaN,NaN,NaN,NaN,NaN,32.723,NaN,NaN,NaN,NaN,32.806,NaN,31.831,NaN,33.607,NaN,NaN,NaN,33.583,NaN,33.602,33.666,33.711,NaN,NaN,NaN,NaN,NaN,33.907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.863,NaN,NaN,NaN,NaN,33.523,NaN,NaN,NaN,NaN
NaN,33.046,NaN,32.227,32.414,32.923,NaN,NaN,32.872,32.628,NaN,32.711,32.692,NaN,32.624,NaN,32.753,NaN,NaN,NaN,NaN,NaN,32.738,32.595,NaN,33.238,NaN,32.911,NaN,32.431,NaN,33.875,32.778,32.144,NaN,33.49,33.15,33.509,NaN,33.954,NaN,32.366,NaN,NaN,NaN,34.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.652,NaN,NaN,NaN,NaN
NaN,33.103,NaN,31.856,32.27,32.684,NaN,NaN,NaN,31.783,NaN,32.688,32.72,NaN,32.419,NaN,32.811,NaN,NaN,NaN,33.035,NaN,32.803,NaN,NaN,NaN,NaN,33.138,NaN,32.152,NaN,33.23,NaN,31.87,NaN,33.905,NaN,33.585,NaN,33.658,NaN,NaN,NaN,NaN,NaN,34.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.717,NaN,34.4,34.089,NaN,NaN,NaN,NaN,33.541,NaN,NaN,NaN,NaN
NaN,33.579,NaN,32.544,32.327,33.415,NaN,NaN,NaN,32.311,NaN,NaN,32.72,NaN,NaN,NaN,32.757,NaN,NaN,NaN,32.506,NaN,32.865,NaN,NaN,NaN,33.29,32.573,NaN,32.342,NaN,33.68,NaN,31.818,NaN,33.778,NaN,NaN,NaN,NaN,NaN,NaN,32.889,NaN,NaN,34.077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.141,NaN,NaN,33.436,NaN,NaN,NaN,NaN
NaN,NaN,NaN,32.419,32.244,33.197,NaN,NaN,NaN,32.63,NaN,NaN,32.809,NaN,NaN,NaN,32.855,NaN,NaN,NaN,32.305,NaN,33.185,32.345,31.821,NaN,NaN,32.662,NaN,32.272,NaN,34.06,NaN,32.239,NaN,33.912,NaN,33.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.053,NaN,NaN,34.174,NaN,NaN,NaN,NaN,33.86,NaN,NaN,NaN,NaN
NaN,33.514,NaN,32.349,32.543,33.023,NaN,NaN,NaN,32.642,NaN,NaN,32.437,33.091,33.215,NaN,32.975,NaN,NaN,NaN,32.789,NaN,33.023,NaN,NaN,NaN,NaN,32.57,32.629,32.72,NaN,33.382,NaN,32.45,NaN,33.643,NaN,33.006,NaN,33.526,NaN,32.397,NaN,NaN,NaN,34.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.87,NaN,NaN,NaN,NaN,33.813,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,32.133,NaN,NaN,NaN,NaN,32.075,NaN,NaN,32.947,32.545,NaN,NaN,32.817,NaN,NaN,NaN,32.98,NaN,32.93,NaN,NaN,NaN,NaN,32.623,NaN,32.651,NaN,33.332,NaN,32.168,NaN,33.698,NaN,33.566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.594,NaN,NaN,NaN,NaN
NaN,NaN,32.381,32.272,32.385,33.315,NaN,NaN,NaN,32.652,32.551,NaN,32.649,33.418,NaN,32.326,NaN,NaN,NaN,NaN,33.013,NaN,33.108,NaN,NaN,NaN,NaN,32.818,32.247,33.074,NaN,NaN,32.033,31.967,NaN,33.87,NaN,33.605,NaN,NaN,NaN,32.937,NaN,NaN,NaN,33.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.125,NaN,NaN,NaN,NaN,NaN,33.756,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,32.844,NaN,NaN,NaN,32.499,33.005,NaN,32.688,32.265,NaN,NaN,32.982,NaN,NaN,NaN,33.081,NaN,32.793,NaN,NaN,NaN,32.857,NaN,NaN,32.544,NaN,33.756,NaN,32.615,NaN,34.109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.381,NaN,NaN,NaN,NaN,NaN,33.628,NaN,NaN,NaN,NaN
NaN,NaN,NaN,32.471,32.364,33.517,32.82,NaN,NaN,32.804,32.178,NaN,33.141,NaN,NaN,32.112,33.078,NaN,NaN,NaN,32.423,NaN,33.027,32.546,NaN,NaN,32.927,32.673,32.738,32.819,NaN,33.294,32.652,32.3,NaN,33.734,NaN,33.607,NaN,NaN,33.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.798,NaN,NaN,34.009,NaN,NaN,NaN,NaN,33.156,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,31.875,NaN,NaN,NaN,NaN,32.159,NaN,NaN,NaN,NaN,NaN,NaN,32.412,NaN,NaN,NaN,32.267,NaN,32.591,NaN,NaN,NaN,32.869,32.179,NaN,31.935,NaN,33.797,NaN,31.933,NaN,33.33,NaN,33.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.584,NaN,NaN,NaN,NaN
NaN,32.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.286,NaN,NaN,32.661,NaN,NaN,NaN,32.941,NaN,NaN,NaN,32.539,NaN,32.806,NaN,NaN,NaN,NaN,32.042,NaN,32.416,NaN,33.849,NaN,NaN,NaN,33.349,NaN,33.45,33.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.698,NaN,NaN,NaN,NaN,33.384,NaN,NaN,NaN,NaN
NaN,NaN,NaN,32.156,31.68,33.021,NaN,NaN,NaN,32.025,NaN,NaN,32.202,32.524,NaN,NaN,32.706,NaN,NaN,NaN,NaN,NaN,32.497,NaN,NaN,NaN,33.797,31.635,NaN,31.615,NaN,32.546,NaN,31.61,NaN,33.687,NaN,33.731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.854,NaN,NaN,NaN,NaN,33.46,NaN,NaN,NaN,NaN
NaN,32.83,NaN,NaN,NaN,32.717,NaN,NaN,NaN,31.868,NaN,NaN,NaN,NaN,NaN,NaN,32.433,NaN,NaN,NaN,32.131,NaN,32.817,NaN,NaN,32.303,NaN,32.416,NaN,31.943,NaN,33.302,NaN,NaN,NaN,33.361,NaN,32.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.434,NaN,NaN,NaN,NaN
NaN,NaN,NaN,32.356,NaN,33.589,NaN,NaN,NaN,32.515,NaN,NaN,32.184,NaN,NaN,NaN,32.649,NaN,NaN,NaN,32.386,NaN,32.775,NaN,NaN,NaN,NaN,NaN,NaN,32.578,NaN,33.077,32.37,31.597,NaN,33.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.805,NaN,NaN,33.532,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,32.299,NaN,NaN,NaN,NaN,32.461,NaN,32.459,33.013,33.074,NaN,NaN,32.336,NaN,NaN,NaN,32.481,NaN,32.776,32.554,NaN,NaN,33.582,32.792,NaN,32.168,NaN,NaN,NaN,NaN,NaN,33.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.404,NaN,NaN,NaN,NaN,33.545,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,32.971,NaN,NaN,NaN,31.922,NaN,32.425,NaN,NaN,NaN,NaN,32.552,NaN,NaN,NaN,32.593,NaN,32.649,NaN,NaN,NaN,33.888,32.473,NaN,32.03,NaN,NaN,31.995,32.023,NaN,33.341,NaN,NaN,33.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.578,NaN,NaN,NaN,NaN,33.297,NaN,NaN,NaN,NaN
NaN,NaN,NaN,32.299,32.393,32.609,NaN,NaN,NaN,32.613,NaN,NaN,32.7,NaN,NaN,NaN,32.779,NaN,NaN,NaN,NaN,NaN,32.589,NaN,NaN,NaN,NaN,32.168,32.334,32.843,NaN,NaN,NaN,31.389,NaN,33.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.49,NaN,NaN,NaN,33.646
NaN,NaN,NaN,31.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.619,NaN,NaN,NaN,NaN,NaN,32.776,NaN,NaN,NaN,33.398,NaN,NaN,NaN,NaN,NaN,NaN,31.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.361,NaN,NaN,NaN,NaN
